LOG1;DATA_HORA
R.DR.SALVADOR.FRANCA;20111108 12:30
R.VOLUNTARIOS DA PATRIA;20111108 13:00
AV.PROTASIO ALVES;20111108 13:15
R.DR.CASTRO DE MENEZES;20111108 13:30
R.EDUARDO NADRUZ;20111108 13:30
R.FELIPE DE OLIVEIRA;20111108 13:35
AV.DO FORTE;20111108 13:35
R.DR.SALVADOR.FRANCA;20111108 13:45
AV.DA SERRARIA;20111108 13:50
AV.ASSIS BRASIL;20111108 13:55
AV.PROTASIO ALVES;20111108 14:00
AV.BELEM;20111108 14:20
AV.IPIRANGA;20111108 14:20
AV.BENTO GONCALVES;20111108 14:30
AV.IPIRANGA;20111108 14:30
AV.LAGEADO;20111108 14:30
AV.ASSIS BRASIL;20111108 14:40
R.FELIPE BECKER;20111108 15:00
R.VINTE QUATRO DE OUTUBRO;20111108 15:01
AV.SAO PEDRO;20111108 15:15
R.VALPARAISO;20111108 15:28
R.JOAO ALFREDO;20111108 16:00
AV.IPIRANGA;20111108 16:00
R.GRACILIANO RAMOS;20111108 16:00
R.ENG LUIZ ENGLERT;20111108 16:21
AV.PALMIRA GOBBI;20111108 17:00
AV.FRANCISCO SILVEIRA BITENCOURT;20111108 17:05
R.SAO PEDRO-LOMBA DO PINHEIRO;20111108 17:30
AV.SEVERO DULLIUS;20111108 17:48
AV.CRISTOVAO COLOMBO;20111108 17:50
R.PRIMAVERA;20111108 17:50
R.DR.SEBASTIAO LEAO;20111108 18:00
R.VOLUNTARIOS DA PATRIA;20111108 18:00
AV.BERNARDINO SILVEIRA DE AMORIM;20111108 18:00
AV.JOAO PESSOA;20111108 18:25
AV.BENTO GONCALVES;20111108 18:45
AV.PROTASIO ALVES;20111108 18:55
AV.PROF OSCAR.PEREIRA;20111108 19:10
AV.DOS ESTADOS;20111108 19:10
AV.CARNEIRO DA FONTOURA;20111108 19:20
R.ANDARAI;20111108 20:00
AV.MARTINS BASTOS;20111108 20:20
AV.CRISTOVAO COLOMBO;20111108 21:00
AV.GUIDO MONDIN;20111108 21:00
R.PROF BERTRAND RUSSEL;20111108 21:00
AV.ASSIS BRASIL;20111108 22:57
AV.SERTORIO;20111108 23:15
AV.VENANCIO AIRES;20111109 01:00
R.SAO SALVADOR;20111109 07:15
R.BARAO DE UBA;20111109 07:55
AV.PRESIDENTE CASTELO BRANCO;20111109 08:00
R.DONA EUGENIA;20111109 08:10
AV.NITEROI;20111109 08:20
AV.DA CAVALHADA;20111109 08:30
AV.IPIRANGA;20111109 08:30
R.VOLUNTARIOS DA PATRIA;20111109 08:30
AV.PRESIDENTE FRANKLIN ROOSEVELT;20111109 08:45
AV.IPIRANGA;20111109 09:00
AV.BENTO GONCALVES;20111109 09:00
AV.NONOAI;20111109 09:10
R.SILVA SO;20111109 09:12
AV.WENCESLAU ESCOBAR;20111109 09:15
AV.PROTASIO ALVES;20111109 09:15
PCA DOM SEBASTIAO;20111109 09:20
AV.PRESIDENTE CASTELO BRANCO;20111109 09:40
AV.JUCA BATISTA;20111109 10:00
AV.PLINIO KROEFF;20111109 10:00
R.VOLUNTARIOS DA PATRIA;20111109 10:25
AV.MAUA;20111109 10:45
AV.MAUA;20111109 10:48
AV.SILVADO;20111109 11:01
R.MIOSOTIS;20111109 11:20
R.DONA VALMIRA;20111109 11:25
AV.IPIRANGA;20111109 12:15
R.JOSE DE ALENCAR;20111109 12:20
AV.DANTE ANGELO PILLA;20111109 12:30
R.DRA VERA GLUSMAN KNIJNIK;20111109 12:45
R.RAMIRO BARCELOS;20111109 12:45
AV.COPACABANA;20111109 13:00
R.REGENTE;20111109 13:10
R.RAMIRO BARCELOS;20111109 13:20
R.RAMIRO BARCELOS;20111109 13:40
AV.BENTO GONCALVES;20111109 13:55
R.DR.TIMOTEO;20111109 14:00
AV.PROTASIO ALVES;20111109 14:00
R.CARLOS TREIN FILHO;20111109 14:00
AV.SERTORIO;20111109 14:00
R.WOLFRAM METZLER;20111109 14:10
R.DA CONCEICAO;20111109 14:30
AV.BENTO GONCALVES;20111109 14:30
R.CEL CLAUDINO;20111109 14:35
R.ITAPEVA;20111109 14:50
R.AUGUSTO SEVERO;20111109 15:00
AV.ASSIS BRASIL;20111109 15:15
AV.SAO PEDRO;20111109 16:00
AV.PROTASIO ALVES;20111109 16:15
AV.CELESTINO BERTOLUCCI;20111109 16:50
PCA OSVALDO CRUZ;20111109 17:35
AV.ASSIS BRASIL;20111109 17:45
AV.DA CAVALHADA;20111109 18:10
R.GARIBALDI;20111109 18:10
R.MOSTARDEIRO;20111109 18:10
R.MARANGUAPE;20111109 18:10
AV.DANTE ANGELO PILLA;20111109 19:05
AV.IPIRANGA;20111109 20:00
AV.SENADOR.SALGADO FILHO;20111109 20:23
AV.LUIZ FRANCISCO ZANELLA;20111109 20:35
R.PASSO DA PATRIA;20111109 21:30
R.DR.SALVADOR.FRANCA;20111109 21:48
R.BRAILLE;20111109 22:00
AV.SENADOR.TARSO DUTRA;20111109 22:50
AV.BORGES DE MEDEIROS;20111109 23:00
AV.BERLIM;20111109 23:09
R.ISMAEL CHAVES BARCELOS;20111109 23:20
R.ANITA GARIBALDI;20111110 00:28
AV.VENANCIO AIRES;20111110 01:30
AV.DR.CARLOS BARBOSA;20111110 02:15
R.PAULINO AZURENHA;20111110 06:30
AV.CRISTOVAO COLOMBO;20111110 06:40
AV.INDEPENDENCIA;20111110 07:00
ESTR.JOAO DE OLIVEIRA REMIAO;20111110 07:15
AV.DA SERRARIA;20111110 07:30
R.ALFREDO SCHUETT;20111110 08:00
R.DA COMUNIDADE;20111110 08:00
R.FREDERICO ETZBERGER;20111110 08:05
AV.BERNARDINO SILVEIRA PASTORIZA;20111110 08:10
AV.DOS ESTADOS;20111110 08:16
AV.BERNARDINO SILVEIRA DE AMORIM;20111110 08:40
R.BOTAFOGO;20111110 08:45
R.VOLUNTARIOS DA PATRIA;20111110 08:45
R.GARIBALDI;20111110 08:45
AV.BENTO GONCALVES;20111110 08:45
AV.CEL APARICIO BORGES;20111110 09:10
ESTR.DO RINCAO;20111110 09:15
AV.CEL APARICIO BORGES;20111110 09:30
R.MUCIO TEIXEIRA;20111110 09:40
AV.PLINIO BRASIL MILANO;20111110 09:40
R.CEL FEIJO;20111110 09:40
AV.ANTONIO CARVALHO;20111110 09:50
AV.JOAO PESSOA;20111110 10:00
ESTR.COSTA GAMA;20111110 10:00
AV.FRANCA;20111110 10:00
AV.PRESIDENTE CASTELO BRANCO;20111110 10:15
AV.PROTASIO ALVES;20111110 10:30
AV.ASSIS BRASIL;20111110 10:50
AV.BENTO GONCALVES;20111110 10:55
R.GEN COUTO DE MAGALHAES;20111110 11:00
AV.FRANCISCO SILVEIRA BITENCOURT;20111110 11:05
AV.ASSIS BRASIL;20111110 11:15
AV.GOMES DE CARVALHO;20111110 11:48
R.CASTRO ALVES;20111110 11:50
R.VOLUNTARIOS DA PATRIA;20111110 12:00
AV.SEVERO DULLIUS;20111110 12:00
R.GEN VASCO ALVES;20111110 12:05
AV.ASSIS BRASIL;20111110 12:26
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111110 12:30
AV.TERESOPOLIS;20111110 12:40
AV.IPIRANGA;20111110 12:40
AV.EDUARDO PRADO;20111110 12:50
AV.ERICO VERISSIMO;20111110 12:50
R.CABRAL;20111110 12:50
AV.PROTASIO ALVES;20111110 12:55
AV.BORGES DE MEDEIROS;20111110 13:00
R.BOTAFOGO;20111110 13:15
AV.BENTO GONCALVES;20111110 13:20
R.DONA MARIANA;20111110 13:30
R.JOSE DE ALENCAR;20111110 13:30
R.PAULINO CHAVES;20111110 13:30
AV.GUAPORE;20111110 13:30
AV.ASSIS BRASIL;20111110 13:30
R.DONA MARGARIDA;20111110 13:40
AV.BORGES DE MEDEIROS;20111110 14:00
R.DR.JULIO BOCACCIO;20111110 14:00
AV.IPIRANGA;20111110 14:00
R.RIACHUELO;20111110 14:10
AV.GOETHE;20111110 14:10
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111110 14:20
AV.NONOAI;20111110 14:30
R.MARCELO GAMA;20111110 14:30
AV.SERTORIO;20111110 14:30
R.JARY;20111110 14:30
AV.FRANCISCO TREIN;20111110 14:44
R.FERNANDO ABBOTT;20111110 14:50
R.MARIANTE;20111110 15:00
AV.PROTASIO ALVES;20111110 15:00
R.DR.CAMPOS VELHO;20111110 15:10
R.BARAO DO AMAZONAS;20111110 15:15
R.LEITE DE CASTRO;20111110 15:20
AV.PRINCESA ISABEL;20111110 15:25
AV.LOUREIRO DA SILVA;20111110 15:30
R.ANITA GARIBALDI;20111110 15:30
AV.BERNARDINO SILVEIRA PASTORIZA;20111110 15:35
R.QUATORZE DE JULHO;20111110 16:20
R.SIQUEIRA CAMPOS;20111110 16:35
R.CARLOS SILVEIRA MARTINS PACHECO;20111110 16:35
AV.JOAO PESSOA;20111110 16:50
AV.PROTASIO ALVES;20111110 16:50
R.MARQUES DO POMBAL;20111110 17:00
R.DONA MARGARIDA;20111110 17:04
AV.PROTASIO ALVES;20111110 17:35
AV.A J RENNER;20111110 17:35
AV.CEL MARCOS;20111110 17:40
R.SIQUEIRA CAMPOS;20111110 17:45
R.DUQUE DE CAXIAS;20111110 18:00
ESTR.COSTA GAMA;20111110 18:45
AV.BERNARDINO SILVEIRA PASTORIZA;20111110 19:10
R.GEN VASCO ALVES;20111110 19:50
AV.ANTONIO CARVALHO;20111110 20:35
AV.IPIRANGA;20111110 21:10
R.SANTANA;20111110 21:40
AV.PRINCESA ISABEL;20111110 22:10
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111110 22:30
R.PROF CLEMENTE PINTO;20111110 22:45
AV.PROTASIO ALVES;20111110 23:00
R.JORNAL O POVO;20111111 00:20
AV.MONTE CRISTO;20111111 01:50
R.TITO LIVIO ZAMBECARI;20111111 02:00
R.VICENTE DA FONTOURA;20111111 04:30
R.JOSE DE ALENCAR;20111111 05:50
AV.BENTO GONCALVES;20111111 08:05
AV.JUCA BATISTA;20111111 08:12
R.MARECHAL JOSE INACIO DA SILVA;20111111 08:30
AV.GETULIO VARGAS;20111111 08:40
AV.AURELIANO DE FIGUEIREDO PINTO;20111111 08:50
AV.PAULO GAMA;20111111 08:58
AV.MAUA;20111111 09:00
AV.ASSIS BRASIL;20111111 09:00
AV.MARTIM FELIX BERTA;20111111 09:00
AV.BERNARDINO SILVEIRA DE AMORIM;20111111 09:10
AV.ASSIS BRASIL;20111111 09:20
AV.PROTASIO ALVES;20111111 09:25
AV.SENADOR.SALGADO FILHO;20111111 09:35
AV.MAUA;20111111 09:35
AV.BENTO GONCALVES;20111111 09:40
R.BARBEDO;20111111 09:50
R.GEN LIMA E SILVA;20111111 10:10
AV.JOAO PESSOA;20111111 10:10
AV.BENTO GONCALVES;20111111 10:56
AV.SERTORIO;20111111 11:10
R.VASCO DA GAMA;20111111 11:40
R.BARAO DO AMAZONAS;20111111 11:50
AV.SEVERO DULLIUS;20111111 11:55
AV.LOUREIRO DA SILVA;20111111 12:00
AV.EDVALDO PEREIRA PAIVA;20111111 12:10
AV.PRINCESA ISABEL;20111111 12:20
R.GASPAR.MARTINS;20111111 12:35
R.FARIA SANTOS;20111111 12:45
AV.OTTO NIEMEYER;20111111 13:30
R.SAMPAULO;20111111 13:40
R.CASEMIRO DE ABREU;20111111 13:50
AV.DA CAVALHADA;20111111 13:55
AV.DR.NILO PECANHA;20111111 14:05
R.PADRE JOAO BATISTA REUS;20111111 14:10
ESTR.JOAO DE OLIVEIRA REMIAO;20111111 14:15
BC JOSE PARIS;20111111 14:30
AV.PROF PAULA SOARES;20111111 14:40
AV.CRISTOVAO COLOMBO;20111111 15:00
AV.IPIRANGA;20111111 15:15
AV.MONTE CRISTO;20111111 15:30
R.FREI HENRIQUE GOLLAND TRINDADE O F M;20111111 15:30
AV.IPIRANGA;20111111 15:55
R.DONA MARGARIDA;20111111 16:00
AV.FARRAPOS;20111111 16:00
R.DOMINGOS RUBBO;20111111 16:10
AV.PROTASIO ALVES;20111111 16:15
R.QUINTINO BANDEIRA;20111111 16:23
AV.JOAO PESSOA;20111111 16:25
AV.FARRAPOS;20111111 16:25
AV.JULIO DE CASTILHOS;20111111 16:30
R.SANTANA;20111111 16:30
R.DR.SALVADOR.FRANCA;20111111 16:45
R.OLINDA;20111111 16:45
R.CEL VICENTE;20111111 17:00
AV.BERNARDI;20111111 17:13
AV.JOAO WALLIG;20111111 17:26
AV.IPIRANGA;20111111 17:30
R.ENG LUIZ ENGLERT;20111111 17:47
R.MARCELO GAMA;20111111 18:30
AV.ASSIS BRASIL;20111111 18:30
AV.FARRAPOS;20111111 19:20
AV.SENADOR.TARSO DUTRA;20111111 19:42
AV.PRESIDENTE FRANKLIN ROOSEVELT;20111111 20:10
AV.GEN EMILIO LUCIO ESTEVES;20111111 20:20
R.DR.JOAO INACIO;20111111 20:30
AV.ASSIS BRASIL;20111111 20:30
PCA PRINCESA ISABEL;20111111 21:20
R.HEITOR.KRAMER;20111111 21:30
AV.PROTASIO ALVES;20111111 22:00
R.ALBERTO SILVA;20111111 22:00
R.ZEEV JABOTINSKI;20111111 22:00
AV.BENTO GONCALVES;20111111 23:03
AV.BENTO GONCALVES;20111111 23:30
AV.ASSIS BRASIL;20111112 00:01
AV.IPIRANGA;20111112 00:55
AV.FARRAPOS;20111112 01:00
R.QUINTINO BOCAIUVA;20111112 01:30
AV.DR.NILO PECANHA;20111112 01:30
AV.ASSIS BRASIL;20111112 01:30
AV.MANOEL ELIAS;20111112 02:34
AV.ASSIS BRASIL;20111112 04:20
R.FELIPE DE OLIVEIRA;20111112 04:40
AV.CEL APARICIO BORGES;20111112 06:45
AV.IPIRANGA;20111112 07:07
ESTR.JORGE PEREIRA NUNES;20111112 07:40
AV.LOUREIRO DA SILVA;20111112 07:40
AV.CEARA;20111112 08:30
AV.DR.NILO PECANHA;20111112 09:00
AV.PROTASIO ALVES;20111112 09:07
R.VOLUNTARIOS DA PATRIA;20111112 09:10
AV.JUCA BATISTA;20111112 10:30
AV.IPIRANGA;20111112 11:30
R.SANTANA;20111112 11:40
R.DOMINGOS CRESCENCIO;20111112 11:50
VDT IMPERATRIZ LEOPOLDINA;20111112 12:00
AV.BRASIL;20111112 12:30
AV.DIARIO DE NOTICIAS;20111112 13:15
AV.JOAO PESSOA;20111112 13:25
R.ZEFERINO DIAS;20111112 14:10
AV.JUCA BATISTA;20111112 14:30
AV.CEL LUCAS DE OLIVEIRA;20111112 14:40
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111112 14:51
R.CRUZEIRO DO SUL;20111112 15:00
AV.DESEMBARGADOR.ANDRE DA ROCHA;20111112 16:10
R.TEN ARY TARRAGO;20111112 17:00
AV.BRASILIANO INDIO DE MORAES;20111112 17:15
AV.DA CAVALHADA;20111112 17:20
R.ANDARAI;20111112 17:20
R.PAULINO AZURENHA;20111112 17:30
R.BRITO PEIXOTO;20111112 17:55
AV.JULIO DE CASTILHOS;20111112 18:20
AV.JOAO FERREIRA JARDIM;20111112 18:41
ESTR.COSTA GAMA;20111112 18:45
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111112 19:05
R.MOREIRA DA SILVA;20111112 19:10
R.ANDARAI;20111112 19:50
BC DA TAQUARA;20111112 21:00
AV.DIARIO DE NOTICIAS;20111112 21:40
R.CARLOS TREIN FILHO;20111112 22:10
R.MARIO SOBROZA;20111112 23:35
AV.IPIRANGA;20111113 00:00
AV.DA CAVALHADA;20111113 00:30
AV.BERNARDINO SILVEIRA PASTORIZA;20111113 02:00
AV.CEL MARCOS;20111113 02:05
AV.DA CAVALHADA;20111113 02:35
AV.SERTORIO;20111113 03:30
ESTR.JOAO DE OLIVEIRA REMIAO;20111113 05:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111113 05:40
TUN NS DA CONCEICAO-ELEVADAS;20111113 06:40
AV.ASSIS BRASIL;20111113 10:00
R.JOSE DE ALENCAR;20111113 11:15
AV.JUCA BATISTA;20111113 11:40
AV.TERESOPOLIS;20111113 12:00
AV.PROTASIO ALVES;20111113 12:00
R.VALPARAISO;20111113 12:35
R.VOLUNTARIOS DA PATRIA;20111113 13:00
LG VESPASIANO JULIO VEPPO;20111113 15:00
AV.FARRAPOS;20111113 15:30
AV.IPIRANGA;20111113 16:20
AV.DR.NILO PECANHA;20111113 19:00
AV.MARTIM FELIX BERTA;20111113 19:00
AV.PROF OSCAR.PEREIRA;20111113 19:10
AV.BENTO GONCALVES;20111113 19:30
R.DR.MARIO TOTTA;20111113 22:00
R.ANGELO CRIVELLARO;20111113 22:15
AV.BENTO GONCALVES;20111113 23:40
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111114 01:00
R.VOLUNTARIOS DA PATRIA;20111114 01:50
AV.ASSIS BRASIL;20111114 05:05
AV.EDUARDO PRADO;20111114 05:45
AV.CEL MARCOS;20111114 06:10
AV.FARRAPOS;20111114 07:20
R.ORALIA RODRIGUES DUTRA;20111114 07:30
AV.DA CAVALHADA;20111114 08:00
AV.PROTASIO ALVES;20111114 08:00
AV.ASSIS BRASIL;20111114 08:02
R.INTENDENTE ALFREDO AZEVEDO;20111114 08:30
AV.PROTASIO ALVES;20111114 08:30
AV.AUGUSTO MEYER;20111114 09:00
AV.AUGUSTO MEYER;20111114 09:00
R.PAUL HARRIS;20111114 09:15
R.DESEMBARGADOR.MORENO LOUREIRO LIMA;20111114 09:30
R.VINTE CINCO DE JULHO;20111114 09:30
AV.IPIRANGA;20111114 09:35
R.DR.JOAO INACIO;20111114 09:40
AV.IPIRANGA;20111114 10:25
R.COSTA;20111114 11:00
AV.LOUREIRO DA SILVA;20111114 11:10
AV.VERISSIMO DE AMARAL;20111114 11:17
AV.FARRAPOS;20111114 11:20
R.ANITA GARIBALDI;20111114 11:30
ESTR.JOAO VEDANA;20111114 11:45
AV.EDVALDO PEREIRA PAIVA;20111114 12:00
VDT JOSE LOUREIRO DA SILVA;20111114 12:05
AV.FARRAPOS;20111114 12:15
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111114 12:15
R.VINTE CINCO DE FEVEREIRO;20111114 12:17
AV.ASSIS BRASIL;20111114 12:20
R.DONA ADDA MASCARENHAS DE MORAES;20111114 12:40
AV.BRASIL;20111114 12:45
AV.SERTORIO;20111114 12:55
AV.EDVALDO PEREIRA PAIVA;20111114 13:02
AV.MANOEL ELIAS;20111114 13:30
AV.ASSIS BRASIL;20111114 13:30
AV.TERESOPOLIS;20111114 13:40
AV.IPIRANGA;20111114 13:41
AV.VENANCIO AIRES;20111114 14:00
AV.DA CAVALHADA;20111114 14:10
AV.PRESIDENTE CASTELO BRANCO;20111114 14:10
AV.EDVALDO PEREIRA PAIVA;20111114 14:20
AV.JOAO PESSOA;20111114 14:20
R.BISCAIA;20111114 14:27
R.DR.FERNANDO ORTIZ SCHNEIDER;20111114 14:28
AV.IPIRANGA;20111114 14:35
R.JORGE NAPOLEAO SILVA SOUZA;20111114 14:40
R.SIQUEIRA CAMPOS;20111114 14:40
AV.NONOAI;20111114 14:50
BC ADOLFO SILVA;20111114 15:00
AV.DA CAVALHADA;20111114 15:02
AV.CRISTOVAO COLOMBO;20111114 15:20
AV.ASSIS BRASIL;20111114 15:44
R.VICENTE DA FONTOURA;20111114 15:45
AV.PROTASIO ALVES;20111114 15:50
AV.IPIRANGA;20111114 16:20
R.AUGUSTO SEVERO;20111114 16:20
R.ENG EWBANK CAMARA;20111114 16:45
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111114 17:05
R.ITABORAI;20111114 17:30
AV.PROTASIO ALVES;20111114 18:25
AV.PROF OSCAR.PEREIRA;20111114 18:30
R.VOLUNTARIOS DA PATRIA;20111114 18:55
AV.BASTIAN;20111114 19:50
AV.JOAO PESSOA;20111114 20:11
AV.AURELIANO DE FIGUEIREDO PINTO;20111114 21:00
R.ORFANOTROFIO;20111114 21:40
AV.BERNARDINO SILVEIRA DE AMORIM;20111114 22:00
AV.IPIRANGA;20111114 22:35
R.IRMAO JOSE OTAO;20111115 00:00
R.ERECHIM;20111115 02:30
AV.PRAIA DE BELAS;20111115 02:30
R.PROF CRISTIANO FISCHER;20111115 06:00
AV.DO FORTE;20111115 07:30
R.TEN ARY TARRAGO;20111115 08:34
R.MARCELO GAMA;20111115 10:10
R.GERALDO TOLLENS LINCK;20111115 12:30
R.DA REPUBLICA;20111115 13:15
R.PROF CRISTIANO FISCHER;20111115 14:05
AV.LOUREIRO DA SILVA;20111115 14:50
R.CABRAL;20111115 15:10
R.SOUZA REIS;20111115 16:30
AV.DR.NILO PECANHA;20111115 17:00
R.DEMETRIO RIBEIRO;20111115 18:30
AV.BENTO GONCALVES;20111115 20:15
AV.IPIRANGA;20111115 21:00
AV.CEARA;20111115 21:00
R.SANTANA;20111115 23:50
AV.BENTO GONCALVES;20111116 03:25
AV.DA AZENHA;20111116 05:10
AV.IPIRANGA;20111116 06:55
ESTR.JOAO SALOMONI;20111116 07:15
AV.BENTO GONCALVES;20111116 07:25
R.ANITA GARIBALDI;20111116 07:30
AV.PLINIO BRASIL MILANO;20111116 07:30
AV.SERTORIO;20111116 07:30
AV.BENTO GONCALVES;20111116 07:35
AV.PLINIO BRASIL MILANO;20111116 07:40
R.SALDANHA DA GAMA;20111116 07:42
R.VINTE QUATRO DE OUTUBRO;20111116 07:50
AV.SEVERO DULLIUS;20111116 08:05
AV.PADRE CACIQUE;20111116 08:10
R.JOAO CAETANO;20111116 08:40
R.ENG LUIZ ENGLERT;20111116 08:45
AV.IPIRANGA;20111116 09:00
R.BARAO DO AMAZONAS;20111116 09:00
AV.DR.NILO PECANHA;20111116 09:00
AV.NONOAI;20111116 09:20
AV.IPIRANGA;20111116 09:30
R.SAO SALVADOR;20111116 09:30
R.PINTO BANDEIRA;20111116 09:50
AV.DA AZENHA;20111116 10:05
AV.BORGES DE MEDEIROS;20111116 10:10
R.ANTONIO JOAQUIM MESQUITA;20111116 10:10
AV.ASSIS BRASIL;20111116 10:18
AV.SERTORIO;20111116 10:25
AV.EDVALDO PEREIRA PAIVA;20111116 10:45
AV.PROF OSCAR.PEREIRA;20111116 11:10
R.ANITA GARIBALDI;20111116 11:30
AV.NONOAI;20111116 11:35
R.FELICISSIMO DE AZEVEDO;20111116 11:45
AV.JOAO PESSOA;20111116 11:50
AV.JOAO PESSOA;20111116 12:00
AV.CRISTOVAO COLOMBO;20111116 12:00
R.VINTE QUATRO DE OUTUBRO;20111116 12:00
AV.PROTASIO ALVES;20111116 12:10
AV.VICENTE MONTEGGIA;20111116 12:15
AV.ELVIO ANTONIO FILIPETTO;20111116 12:19
ESTR.JOAO PASSUELO;20111116 12:20
AV.DOS ESTADOS;20111116 12:25
ESTR.DO VAREJAO;20111116 12:25
R.CASEMIRO DE ABREU;20111116 12:45
AV.ASSIS BRASIL;20111116 12:45
AV.SATURNINO DE BRITO;20111116 13:25
AV.ASSIS BRASIL;20111116 13:25
AV.DR.NILO PECANHA;20111116 13:45
AV.JUCA BATISTA;20111116 13:55
AV.JUCA BATISTA;20111116 14:00
AV.ASSIS BRASIL;20111116 14:00
AV.MAUA;20111116 14:07
R.VOLUNTARIOS DA PATRIA;20111116 14:20
AV.ASSIS BRASIL;20111116 14:20
R.JOSE DE ALENCAR;20111116 14:25
AV.MARTIM FELIX BERTA;20111116 14:25
AV.BENTO GONCALVES;20111116 14:45
PCA COMENDADOR.SOUZA GOMES;20111116 15:00
AV.NITEROI;20111116 15:12
AV.PRINCESA ISABEL;20111116 15:15
R.VOLUNTARIOS DA PATRIA;20111116 15:25
AV.CRISTOVAO COLOMBO;20111116 15:30
AV.CEARA;20111116 15:30
VDT IMPERATRIZ LEOPOLDINA;20111116 15:40
AV.WENCESLAU ESCOBAR;20111116 15:50
AV.NEUSA GOULART BRIZOLA;20111116 15:55
R.ABEL ROCHA TRILHA;20111116 16:00
AV.IPIRANGA;20111116 17:15
AV.PROTASIO ALVES;20111116 17:45
AV.BEIRA RIO;20111116 17:50
AV.PRAIA DE BELAS;20111116 18:00
ESTR.COSTA GAMA;20111116 18:30
AV.SERTORIO;20111116 18:30
AV.PROTASIO ALVES;20111116 18:37
AV.IPIRANGA;20111116 18:40
AV.FARRAPOS;20111116 18:51
AV.IPIRANGA;20111116 19:23
AV.OTTO NIEMEYER;20111116 20:30
R.JOSE DE ALENCAR;20111116 21:15
R.ENG LUIZ ENGLERT;20111116 22:30
AV.WENCESLAU ESCOBAR;20111117 00:50
AV.EDVALDO PEREIRA PAIVA;20111117 03:00
AV.PRESIDENTE CASTELO BRANCO;20111117 06:50
R.BUTUI;20111117 07:05
AV.SERTORIO;20111117 07:30
R.CECILIA MEIRELES;20111117 08:00
AV.SERTORIO;20111117 08:04
AV.DESEMBARGADOR.ANDRE DA ROCHA;20111117 08:10
AV.GEN BARRETO VIANA;20111117 08:10
AV.NILOPOLIS;20111117 08:20
ESTR.OCTAVIO FRASCA;20111117 08:30
AV.SERTORIO;20111117 08:45
R.DR.FLORENCIO YGARTUA;20111117 09:00
AV.DO FORTE;20111117 09:00
AV.PANAMERICANA;20111117 09:05
R.JOAO ABBOTT;20111117 09:10
AV.CARLOS GOMES;20111117 09:20
AV.CEARA;20111117 09:30
R.ECA DE QUEIROZ;20111117 10:00
R.FURRIEL LUIZ ANTONIO DE VARGAS;20111117 10:00
R.SAO LUIZ;20111117 10:08
AV.DEZ DE MAIO;20111117 10:10
AV.GOETHE;20111117 10:30
AV.PROTASIO ALVES;20111117 10:35
AV.ENG ARY DE ABREU LIMA;20111117 10:50
TRAV.AZEVEDO;20111117 11:00
AV.FRANCA;20111117 11:26
AV.IPIRANGA;20111117 11:55
AV.IPIRANGA;20111117 12:12
R.CRUZEIRO DO SUL;20111117 12:30
R.CORCOVADO;20111117 12:30
R.DONA ADDA MASCARENHAS DE MORAES;20111117 12:30
R.SANTA ROSA DE LIMA;20111117 12:30
AV.BENTO GONCALVES;20111117 13:00
R.NEY DA GAMA AHRENDS;20111117 13:30
R.PAULO BLASCHKE;20111117 13:40
AV.PROTASIO ALVES;20111117 13:50
AV.SERTORIO;20111117 13:55
AV.EDVALDO PEREIRA PAIVA;20111117 14:00
R.COSTA;20111117 14:10
AV.SERTORIO;20111117 14:34
AV.FRANCISCO TREIN;20111117 14:40
R.VICENTE FAILACE;20111117 15:00
AV.PROTASIO ALVES;20111117 15:00
R.DONA FIRMINA;20111117 15:05
ESTR.COSTA GAMA;20111117 15:25
ESTR.JOAO ANTONIO SILVEIRA;20111117 15:35
AV.VIENA;20111117 15:36
AV.WENCESLAU ESCOBAR;20111117 16:00
AV.CEL APARICIO BORGES;20111117 16:00
AV.IPIRANGA;20111117 16:00
R.GEN NETO;20111117 16:00
AV.SERTORIO;20111117 16:00
AV.NITEROI;20111117 16:14
R.TREMEMBE;20111117 16:24
AV.AUGUSTO DE CARVALHO;20111117 16:40
AV.SAO PEDRO;20111117 16:50
AV.GOETHE;20111117 17:00
R.TRES DE MAIO;20111117 17:00
AV.A J RENNER;20111117 17:00
AV.PROF OSCAR.PEREIRA;20111117 17:05
R.MARCILIO DIAS;20111117 17:15
AV.PROTASIO ALVES;20111117 17:45
AV.FRANCISCO SILVEIRA BITENCOURT;20111117 18:00
R.DOM VITAL;20111117 18:10
AV.BALTAZAR.DE OLIVEIRA GARCIA;20111117 18:21
AV.ASSIS BRASIL;20111117 18:40
R.VALPARAISO;20111117 18:45
AV.FARRAPOS;20111117 18:50
R.ERNESTO FONTOURA;20111117 18:54
R.DONA LAURA;20111117 19:00
R.PRIMEIRO DE SETEMBRO;20111117 19:10
AV.PROTASIO ALVES;20111117 19:10
R.BARAO DO COTEGIPE;20111117 19:15
AV.PADRE CACIQUE;20111117 19:35
AV.ANTONIO CARVALHO;20111117 20:20
